"code","title","country"
"325132","Synthetic Organic Dye and Pigment Manufacturing","US"
"32518","Other Basic Inorganic Chemical Manufacturing","all"
"325181","Alkali and Chlorine Manufacturing","all"
"325182","Carbon Black Manufacturing","US"
"325188","All Other Basic Inorganic Chemical Manufacturing","US"
"325189","All Other Basic Inorganic Chemical Manufacturing","CAN"
"32519","Other Basic Organic Chemical Manufacturing","all"
"325190","Other Basic Organic Chemical Manufacturing","CAN"
"325191","Gum and Wood Chemical Manufacturing","US"
"325192","Cyclic Crude and Intermediate Manufacturing","US"
"325193","Ethyl Alcohol Manufacturing","US"
"325199","All Other Basic Organic Chemical Manufacturing","US"
"3252","Resin, Synthetic Rubber, and Artificial and Synthetic Fibres and Filaments Manufacturing","all"
"32521","Resin and Synthetic Rubber Manufacturing","all"
"325210","Resin and Synthetic Rubber Manufacturing","CAN"
"325211","Plastics Material and Resin Manufacturing","US"
"325212","Synthetic Rubber Manufacturing","US"
"32522","Artificial and Synthetic Fibres and Filaments Manufacturing","CAN"
"32522","Artificial and Synthetic Fibers and Filaments Manufacturing","US"
"325220","Artificial and Synthetic Fibres and Filaments Manufacturing","CAN"
"325221","Cellulosic Organic Fiber Manufacturing","US"
"325222","Noncellulosic Organic Fiber Manufacturing","US"
"3253","Pesticide, Fertilizer and Other Agricultural Chemical Manufacturing","all"
"32531","Fertilizer Manufacturing","all"
"325311","Nitrogenous Fertilizer Manufacturing","US"
"325312","Phosphatic Fertilizer Manufacturing","US"
"325313","Chemical Fertilizer (except Potash) Manufacturing","CAN"
"325314","Mixed Fertilizer Manufacturing","all"
"32532","Pesticide and Other Agricultural Chemical Manufacturing","all"
"325320","Pesticide and Other Agricultural Chemical Manufacturing","all"
"3254","Pharmaceutical and Medicine Manufacturing","all"
"32541","Pharmaceutical and Medicine Manufacturing","all"
"325410","Pharmaceutical and Medicine Manufacturing","CAN"
"325411","Medicinal and Botanical Manufacturing","US"
"325412","Pharmaceutical Preparation Manufacturing","US"
"325413","In-Vitro Diagnostic Substance Manufacturing","US"
"325414","Biological Product (except Diagnostic) Manufacturing","US"
"3255","Paint, Coating and Adhesive Manufacturing","all"
"32551","Paint and Coating Manufacturing","all"
"325510","Paint and Coating Manufacturing","all"
"32552","Adhesive Manufacturing","all"
"325520","Adhesive Manufacturing","all"
"3256","Soap, Cleaning Compound and Toilet Preparation Manufacturing","all"
"32561","Soap and Cleaning Compound Manufacturing","all"
"325610","Soap and Cleaning Compound Manufacturing","CAN"
"325611","Soap and Other Detergent Manufacturing","US"
"325612","Polish and Other Sanitation Good Manufacturing","US"
"325613","Surface Active Agent Manufacturing","US"
"32562","Toilet Preparation Manufacturing","all"
"325620","Toilet Preparation Manufacturing","all"
"3259","Other Chemical Product Manufacturing","all"
"32591","Printing Ink Manufacturing","all"
"325910","Printing Ink Manufacturing","all"
"32592","Explosives Manufacturing","all"
"325920","Explosives Manufacturing","all"
"32599","All Other Chemical Product Manufacturing","all"
"325991","Custom Compounding of Purchased Resins","all"
"325992","Photographic Film, Paper, Plate, and Chemical Manufacturing","US"
"325998","All Other Miscellaneous Chemical Product and Preparation Manufacturing","US"
"325999","All Other Miscellaneous Chemical Product Manufacturing","CAN"
"326","Plastics and Rubber Products Manufacturing","all"
"3261","Plastic Product Manufacturing","all"
"32611","Plastics Packaging Materials and Unlaminated Film and Sheet Manufacturing","all"
"326111","Plastics Bag Manufacturing","all"
"326112","Plastics Packaging Film and Sheet (including Laminated) Manufacturing","US"
"326113","Unlaminated Plastics Film and Sheet (except Packaging) Manufacturing","US"
"326114","Plastic Film and Sheet Manufacturing","CAN"
"32612","Plastics Pipe, Pipe Fitting, and Unlaminated Profile Shape Manufacturing","all"
"326121","Unlaminated Plastics Profile Shape Manufacturing","all"
"326122","Plastic Pipe and Pipe Fitting Manufacturing","all"
"32613","Laminated Plastics Plate, Sheet (except Packaging), and Shape Manufacturing","all"
"326130","Laminated Plastics Plate, Sheet (except Packaging), and Shape Manufacturing","all"
"32614","Polystyrene Foam Product Manufacturing","all"
"326140","Polystyrene Foam Product Manufacturing","all"
"32615","Urethane and Other Foam Product (except Polystyrene) Manufacturing","all"
"326150","Urethane and Other Foam Product (except Polystyrene) Manufacturing","all"
"32616","Plastic Bottle Manufacturing","all"
"326160","Plastic Bottle Manufacturing","all"
"32619","Other Plastic Product Manufacturing","all"
"326191","Plastic Plumbing Fixture Manufacturing","all"
"326192","Resilient Floor Covering Manufacturing","US"
"326193","Motor Vehicle Plastic Parts Manufacturing","CAN"
"326198","All Other Plastic Product Manufacturing","CAN"
"326199","All Other Plastics Product Manufacturing","US"
"3262","Rubber Product Manufacturing","all"
"32621","Tire Manufacturing","all"
"326210","Tire Manufacturing","CAN"
"326211","Tire Manufacturing (except Retreading)","US"
"326212","Tire Retreading","US"
"32622","Rubber and Plastic Hose and Belting Manufacturing","all"
"326220","Rubber and Plastic Hose and Belting Manufacturing","all"
"32629","Other Rubber Product Manufacturing","all"
"326290","Other Rubber Product Manufacturing","CAN"
"326291","Rubber Product Manufacturing for Mechanical Use","US"
"326299","All Other Rubber Product Manufacturing","US"
"327","Non-Metallic Mineral Product Manufacturing","all"
"3271","Clay Product and Refractory Manufacturing","all"
"32711","Pottery, Ceramics and Plumbing Fixture Manufacturing","all"
"327110","Pottery, Ceramics and Plumbing Fixture Manufacturing","CAN"
"327111","Vitreous China Plumbing Fixture and China and Earthenware Bathroom Accessories Manufacturing","US"
"327112","Vitreous China, Fine Earthenware, and Other Pottery Product Manufacturing","US"
"327113","Porcelain Electrical Supply Manufacturing","US"
"32712","Clay Building Material and Refractory Manufacturing","all"
"327120","Clay Building Material and Refractory Manufacturing","CAN"
"327121","Brick and Structural Clay Tile Manufacturing","US"
"327122","Ceramic Wall and Floor Tile Manufacturing","US"
"327123","Other Structural Clay Product Manufacturing","US"
"327124","Clay Refractory Manufacturing","US"
"327125","Nonclay Refractory Manufacturing","US"
"3272","Glass and Glass Product Manufacturing","all"
"32721","Glass and Glass Product Manufacturing","all"
"327211","Flat Glass Manufacturing","US"
"327212","Other Pressed and Blown Glass and Glassware Manufacturing","US"
"327213","Glass Container Manufacturing","US"
"327214","Glass Manufacturing","CAN"
"327215","Glass Product Manufacturing from Purchased Glass","all"
"3273","Cement and Concrete Product Manufacturing","all"
"32731","Cement Manufacturing","all"
"327310","Cement Manufacturing","all"
"32732","Ready-Mix Concrete Manufacturing","all"
"327320","Ready-Mix Concrete Manufacturing","all"
"32733","Concrete Pipe, Brick and Block Manufacturing","all"
"327330","Concrete Pipe, Brick and Block Manufacturing","CAN"
"327331","Concrete Block and Brick Manufacturing","US"
"327332","Concrete Pipe Manufacturing","US"
"32739","Other Concrete Product Manufacturing","all"
"327390","Other Concrete Product Manufacturing","all"
"3274","Lime and Gypsum Product Manufacturing","all"
"32741","Lime Manufacturing","all"
"327410","Lime Manufacturing","all"
"32742","Gypsum Product Manufacturing","all"
"327420","Gypsum Product Manufacturing","all"
"3279","Other Non-Metallic Mineral Product Manufacturing","all"
"32791","Abrasive Product Manufacturing","all"
"327910","Abrasive Product Manufacturing","all"
"32799","All Other Non-Metallic Mineral Product Manufacturing","all"
"327990","All Other Non-Metallic Mineral Product Manufacturing","CAN"
"327991","Cut Stone and Stone Product Manufacturing","US"
"327992","Ground or Treated Mineral and Earth Manufacturing","US"
"327993","Mineral Wool Manufacturing","US"
"327999","All Other Miscellaneous Nonmetallic Mineral Product Manufacturing","US"
"331","Primary Metal Manufacturing","all"
"3311","Iron and Steel Mills and Ferro-Alloy Manufacturing","all"
"33111","Iron and Steel Mills and Ferro-Alloy Manufacturing","all"
"331110","Iron and Steel Mills and Ferro-Alloy Manufacturing","CAN"
"331111","Iron and Steel Mills","US"
"331112","Electrometallurgical Ferroalloy Product Manufacturing","US"
"3312","Steel Product Manufacturing from Purchased Steel","all"
"33121","Iron and Steel Pipes and Tubes Manufacturing from Purchased Steel","all"
"331210","Iron and Steel Pipes and Tubes Manufacturing from Purchased Steel","all"
"33122","Rolling and Drawing of Purchased Steel","all"
"331221","Cold-Rolled Steel Shape Manufacturing","all"
"331222","Steel Wire Drawing","all"
"3313","Alumina and Aluminum Production and Processing","all"
"33131","Alumina and Aluminum Production and Processing","all"
"331311","Alumina Refining","US"
"331312","Primary Aluminum Production","US"
"331313","Primary Production of Alumina and Aluminum","CAN"
"331314","Secondary Smelting and Alloying of Aluminum","US"
"331315","Aluminum Sheet, Plate, and Foil Manufacturing","US"
"331316","Aluminum Extruded Product Manufacturing","US"
"331317","Aluminum Rolling, Drawing, Extruding and Alloying","CAN"
"331319","Other Aluminum Rolling and Drawing","US"
"3314","Non-Ferrous Metal (except Aluminum) Production and Processing","all"
"33141","Non-Ferrous Metal (except Aluminum) Smelting and Refining","all"
"331410","Non-Ferrous Metal (except Aluminum) Smelting and Refining","CAN"
"331411","Primary Smelting and Refining of Copper","US"
"331419","Primary Smelting and Refining of Nonferrous Metal (except Copper and Aluminum)","US"
"33142","Copper Rolling, Drawing, Extruding and Alloying","all"
"331420","Copper Rolling, Drawing, Extruding and Alloying","CAN"
"331421","Copper Rolling, Drawing, and Extruding","US"
"331422","Copper Wire (except Mechanical) Drawing","US"
"331423","Secondary Smelting, Refining, and Alloying of Copper","US"
"33149","Non-Ferrous Metal (except Copper and Aluminum) Rolling, Drawing, Extruding and Alloying","all"
"331490","Non-Ferrous Metal (except Copper and Aluminum) Rolling, Drawing, Extruding and Alloying","CAN"
"331491","Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding","US"
"331492","Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum)","US"
"3315","Foundries","all"
"33151","Ferrous Metal Foundries","all"
"331511","Iron Foundries","all"
"331512","Steel Investment Foundries","US"
"331513","Steel Foundries (except Investment)","US"
"331514","Steel Foundries","CAN"
"33152","Non-Ferrous Metal Foundries","all"
"331521","Aluminum Die-Casting Foundries","US"
"331522","Nonferrous (except Aluminum) Die-Casting Foundries","US"
"331523","Non-Ferrous Die-Casting Foundries","CAN"
"331524","Aluminum Foundries (except Die-Casting)","US"
"331525","Copper Foundries (except Die-Casting)","US"
"331528","Other Nonferrous Foundries (except Die-Casting)","US"
"331529","Non-Ferrous Foundries (except Die-Casting)","CAN"
"332","Fabricated Metal Product Manufacturing","all"
"3321","Forging and Stamping","all"
"33211","Forging and Stamping","all"
"332111","Iron and Steel Forging","US"
"332112","Nonferrous Forging","US"
"332113","Forging","CAN"
"332114","Custom Roll Forming","US"
"332115","Crown and Closure Manufacturing","US"
"332116","Metal Stamping","US"
"332117","Powder Metallurgy Part Manufacturing","US"
"332118","Stamping","CAN"
"3322","Cutlery and Hand Tool Manufacturing","all"
"33221","Cutlery and Hand Tool Manufacturing","all"
"332210","Cutlery and Hand Tool Manufacturing","CAN"
"332211","Cutlery and Flatware (except Precious) Manufacturing","US"
"332212","Hand and Edge Tool Manufacturing","US"
"332213","Saw Blade and Handsaw Manufacturing","US"
"332214","Kitchen Utensil, Pot, and Pan Manufacturing","US"
"3323","Architectural and Structural Metals Manufacturing","all"
"33231","Plate Work and Fabricated Structural Product Manufacturing","all"
"332311","Prefabricated Metal Building and Component Manufacturing","all"
"332312","Fabricated Structural Metal Manufacturing","US"
"332313","Plate Work Manufacturing","US"
"332314","Concrete Reinforcing Bar Manufacturing","CAN"
"332319","Other Plate Work and Fabricated Structural Product Manufacturing","CAN"
"33232","Ornamental and Architectural Metal Products Manufacturing","all"
"332321","Metal Window and Door Manufacturing","all"
"332322","Sheet Metal Work Manufacturing","US"
"332323","Ornamental and Architectural Metal Work Manufacturing","US"
"332329","Other Ornamental and Architectural Metal Products Manufacturing","CAN"
"3324","Boiler, Tank and Shipping Container Manufacturing","all"
"33241","Power Boiler and Heat Exchanger Manufacturing","all"
"332410","Power Boiler and Heat Exchanger Manufacturing","all"
"33242","Metal Tank (Heavy Gauge) Manufacturing","all"
"332420","Metal Tank (Heavy Gauge) Manufacturing","all"
"33243","Metal Can, Box and Other Metal Container (Light Gauge) Manufacturing","all"
"332431","Metal Can Manufacturing","all"
"332439","Other Metal Container Manufacturing","all"
"3325","Hardware Manufacturing","all"
"33251","Hardware Manufacturing","all"
"332510","Hardware Manufacturing","all"
"3326","Spring and Wire Product Manufacturing","all"
"33261","Spring and Wire Product Manufacturing","all"
"332611","Spring (Heavy Gauge) Manufacturing","all"
"332612","Spring (Light Gauge) Manufacturing","US"
"332618","Other Fabricated Wire Product Manufacturing","US"
"332619","Other Fabricated Wire Product Manufacturing","CAN"
"3327","Machine Shops, Turned Product, and Screw, Nut and Bolt Manufacturing","all"
"33271","Machine Shops","all"
"332710","Machine Shops","all"
"33272","Turned Product and Screw, Nut and Bolt Manufacturing","all"
"332720","Turned Product and Screw, Nut and Bolt Manufacturing","CAN"
"332721","Precision Turned Product Manufacturing","US"
"332722","Bolt, Nut, Screw, Rivet, and Washer Manufacturing","US"
"3328","Coating, Engraving, Heat Treating and Allied Activities","all"
"33281","Coating, Engraving, Heat Treating and Allied Activities","all"
"332810","Coating, Engraving, Heat Treating and Allied Activities","CAN"
"332811","Metal Heat Treating","US"
"332812","Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers","US"
"332813","Electroplating, Plating, Polishing, Anodizing, and Coloring","US"
"3329","Other Fabricated Metal Product Manufacturing","all"
"33291","Metal Valve Manufacturing","all"
"332910","Metal Valve Manufacturing","CAN"
"332911","Industrial Valve Manufacturing","US"
"332912","Fluid Power Valve and Hose Fitting Manufacturing","US"
"332913","Plumbing Fixture Fitting and Trim Manufacturing","US"
"332919","Other Metal Valve and Pipe Fitting Manufacturing","US"
"33299","All Other Fabricated Metal Product Manufacturing","all"
"332991","Ball and Roller Bearing Manufacturing","all"
"332992","Small Arms Ammunition Manufacturing","US"
"332993","Ammunition (except Small Arms) Manufacturing","US"
"332994","Small Arms Manufacturing","US"
"332995","Other Ordnance and Accessories Manufacturing","US"
"332996","Fabricated Pipe and Pipe Fitting Manufacturing","US"
"332997","Industrial Pattern Manufacturing","US"
"332998","Enameled Iron and Metal Sanitary Ware Manufacturing","US"
"332999","All Other Miscellaneous Fabricated Metal Product Manufacturing","all"
"333","Machinery Manufacturing","all"
"3331","Agricultural, Construction and Mining Machinery Manufacturing","all"
"33311","Agricultural Implement Manufacturing","all"
"333110","Agricultural Implement Manufacturing","CAN"
"333111","Farm Machinery and Equipment Manufacturing","US"
"333112","Lawn and Garden Tractor and Home Lawn and Garden Equipment Manufacturing","US"
"33312","Construction Machinery Manufacturing","all"
"333120","Construction Machinery Manufacturing","all"
"33313","Mining and Oil and Gas Field Machinery Manufacturing","all"
"333130","Mining and Oil and Gas Field Machinery Manufacturing","CAN"
"333131","Mining Machinery and Equipment Manufacturing","US"
"333132","Oil and Gas Field Machinery and Equipment Manufacturing","US"
"3332","Industrial Machinery Manufacturing","all"
"33321","Sawmill and Woodworking Machinery Manufacturing","all"
"333210","Sawmill and Woodworking Machinery Manufacturing","all"
"33322","Rubber and Plastics Industry Machinery Manufacturing","all"
"333220","Rubber and Plastics Industry Machinery Manufacturing","all"
"33329","Other Industrial Machinery Manufacturing","all"
"333291","Paper Industry Machinery Manufacturing","all"
"333292","Textile Machinery Manufacturing","US"
"333293","Printing Machinery and Equipment Manufacturing","US"
"333294","Food Product Machinery Manufacturing","US"
"333295","Semiconductor Machinery Manufacturing","US"
"333298","All Other Industrial Machinery Manufacturing","US"
"333299","All Other Industrial Machinery Manufacturing","CAN"
"3333","Commercial and Service Industry Machinery Manufacturing","all"
"33331","Commercial and Service Industry Machinery Manufacturing","all"
"333310","Commercial and Service Industry Machinery Manufacturing","CAN"
"333311","Automatic Vending Machine Manufacturing","US"
"333312","Commercial Laundry, Drycleaning, and Pressing Machine Manufacturing","US"
"333313","Office Machinery Manufacturing","US"
"333314","Optical Instrument and Lens Manufacturing","US"
"333315","Photographic and Photocopying Equipment Manufacturing","US"
"333319","Other Commercial and Service Industry Machinery Manufacturing","US"
"3334","Ventilation, Heating, Air-Conditioning and Commercial Refrigeration Equipment Manufacturing","all"
"33341","Ventilation, Heating, Air-Conditioning and Commercial Refrigeration Equipment Manufacturing","all"
"333411","Air Purification Equipment Manufacturing","US"
"333412","Industrial and Commercial Fan and Blower Manufacturing","US"
"333413","Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing","CAN"
"333414","Heating Equipment (except Warm Air Furnaces) Manufacturing","US"
"333415","Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing","US"
"333416","Heating Equipment and Commercial Refrigeration Equipment Manufacturing","CAN"
"3335","Metalworking Machinery Manufacturing","all"
"33351","Metalworking Machinery Manufacturing","all"
"333511","Industrial Mould Manufacturing","all"
"333512","Machine Tool (Metal Cutting Types) Manufacturing","US"
"333513","Machine Tool (Metal Forming Types) Manufacturing","US"
"333514","Special Die and Tool, Die Set, Jig, and Fixture Manufacturing","US"
"333515","Cutting Tool and Machine Tool Accessory Manufacturing","US"
"333516","Rolling Mill Machinery and Equipment Manufacturing","US"
"333518","Other Metalworking Machinery Manufacturing","US"
"333519","Other Metalworking Machinery Manufacturing","CAN"
"3336","Engine, Turbine and Power Transmission Equipment Manufacturing","all"
"33361","Engine, Turbine and Power Transmission Equipment Manufacturing","all"
"333611","Turbine and Turbine Generator Set Unit Manufacturing","all"
"333612","Speed Changer, Industrial High-Speed Drive, and Gear Manufacturing","US"
"333613","Mechanical Power Transmission Equipment Manufacturing","US"
"333618","Other Engine Equipment Manufacturing","US"
"333619","Other Engine and Power Transmission Equipment Manufacturing","CAN"
"3339","Other General-Purpose Machinery Manufacturing","all"
"33391","Pump and Compressor Manufacturing","all"
"333910","Pump and Compressor Manufacturing","CAN"
"333911","Pump and Pumping Equipment Manufacturing","US"
"333912","Air and Gas Compressor Manufacturing","US"
"333913","Measuring and Dispensing Pump Manufacturing","US"
"33392","Material Handling Equipment Manufacturing","all"
"333920","Material Handling Equipment Manufacturing","CAN"
"333921","Elevator and Moving Stairway Manufacturing","US"
"333922","Conveyor and Conveying Equipment Manufacturing","US"
"333923","Overhead Traveling Crane, Hoist, and Monorail System Manufacturing","US"
"333924","Industrial Truck, Tractor, Trailer, and Stacker Machinery Manufacturing","US"
"33399","All Other General-Purpose Machinery Manufacturing","all"
"333990","All Other General-Purpose Machinery Manufacturing","CAN"
"333991","Power-Driven Handtool Manufacturing","US"
"333992","Welding and Soldering Equipment Manufacturing","US"
"333993","Packaging Machinery Manufacturing","US"
"333994","Industrial Process Furnace and Oven Manufacturing","US"
"333995","Fluid Power Cylinder and Actuator Manufacturing","US"
"333996","Fluid Power Pump and Motor Manufacturing","US"
"333997","Scale and Balance (except Laboratory) Manufacturing","US"
"333999","All Other Miscellaneous General Purpose Machinery Manufacturing","US"
"334","Computer and Electronic Product Manufacturing","all"
"3341","Computer and Peripheral Equipment Manufacturing","all"
"33411","Computer and Peripheral Equipment Manufacturing","all"
"334110","Computer and Peripheral Equipment Manufacturing","CAN"
"334111","Electronic Computer Manufacturing","US"
"334112","Computer Storage Device Manufacturing","US"
"334113","Computer Terminal Manufacturing","US"
"334119","Other Computer Peripheral Equipment Manufacturing","US"
"3342","Communications Equipment Manufacturing","all"
"33421","Telephone Apparatus Manufacturing","all"
"334210","Telephone Apparatus Manufacturing","all"
"33422","Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing","all"
"334220","Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing","all"
"33429","Other Communications Equipment Manufacturing","all"
"334290","Other Communications Equipment Manufacturing","all"
"3343","Audio and Video Equipment Manufacturing","all"
"33431","Audio and Video Equipment Manufacturing","all"
"334310","Audio and Video Equipment Manufacturing","all"
"3344","Semiconductor and Other Electronic Component Manufacturing","all"
"33441","Semiconductor and Other Electronic Component Manufacturing","all"
"334410","Semiconductor and Other Electronic Component Manufacturing","CAN"
"334411","Electron Tube Manufacturing","US"
"334412","Bare Printed Circuit Board Manufacturing","US"
"334413","Semiconductor and Related Device Manufacturing","US"
"334414","Electronic Capacitor Manufacturing","US"
"334415","Electronic Resistor Manufacturing","US"
"334416","Electronic Coil, Transformer, and Other Inductor Manufacturing","US"
"334417","Electronic Connector Manufacturing","US"
"334418","Printed Circuit Assembly (Electronic Assembly) Manufacturing","US"
"334419","Other Electronic Component Manufacturing","US"
"3345","Navigational, Measuring, Medical and Control Instruments Manufacturing","all"
"33451","Navigational, Measuring, Medical and Control Instruments Manufacturing","all"
"334510","Electromedical and Electrotherapeutic Apparatus Manufacturing","US"
"334511","Navigational and Guidance Instruments Manufacturing","all"
"334512","Measuring, Medical and Controlling Devices Manufacturing","CAN"
"334512","Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use","US"
"334513","Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables","US"
"334514","Totalizing Fluid Meter and Counting Device Manufacturing","US"
"334515","Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals","US"
"334516","Analytical Laboratory Instrument Manufacturing","US"
"334517","Irradiation Apparatus Manufacturing","US"
"334518","Watch, Clock, and Part Manufacturing","US"
"334519","Other Measuring and Controlling Device Manufacturing","US"
"3346","Manufacturing and Reproducing Magnetic and Optical Media","all"
"33461","Manufacturing and Reproducing Magnetic and Optical Media","all"
"334610","Manufacturing and Reproducing Magnetic and Optical Media","CAN"
"334611","Software Reproducing","US"
"334612","Prerecorded Compact Disc (except Software), Tape, and Record Reproducing","US"
"334613","Magnetic and Optical Recording Media Manufacturing","US"
"335","Electrical Equipment, Appliance and Component Manufacturing","all"
"3351","Electric Lighting Equipment Manufacturing","all"
"33511","Electric Lamp Bulb and Parts Manufacturing","all"
"335110","Electric Lamp Bulb and Parts Manufacturing","all"
"33512","Lighting Fixture Manufacturing","all"
"335120","Lighting Fixture Manufacturing","CAN"
"335121","Residential Electric Lighting Fixture Manufacturing","US"
"335122","Commercial, Industrial, and Institutional Electric Lighting Fixture Manufacturing","US"
"335129","Other Lighting Equipment Manufacturing","US"
"3352","Household Appliance Manufacturing","all"
"33521","Small Electrical Appliance Manufacturing","all"
"335210","Small Electrical Appliance Manufacturing","CAN"
"335211","Electric Housewares and Household Fan Manufacturing","US"
"335212","Household Vacuum Cleaner Manufacturing","US"
"33522","Major Appliance Manufacturing","all"
"335221","Household Cooking Appliance Manufacturing","US"
"335222","Household Refrigerator and Home Freezer Manufacturing","US"
"335223","Major Kitchen Appliance Manufacturing","CAN"
"335224","Household Laundry Equipment Manufacturing","US"
"335228","Other Major Household Appliance Manufacturing","US"
"335229","Other Major Appliance Manufacturing","CAN"
"3353","Electrical Equipment Manufacturing","all"
"33531","Electrical Equipment Manufacturing","all"
"335311","Power, Distribution and Specialty Transformers Manufacturing","all"
"335312","Motor and Generator Manufacturing","all"
"335313","Switchgear and Switchboard Apparatus Manufacturing","US"
"335314","Relay and Industrial Control Manufacturing","US"
"335315","Switchgear and Switchboard, and Relay and Industrial Control Apparatus Manufacturing","CAN"
"3359","Other Electrical Equipment and Component Manufacturing","all"
"33591","Battery Manufacturing","all"
"335910","Battery Manufacturing","CAN"
"335911","Storage Battery Manufacturing","US"
"335912","Primary Battery Manufacturing","US"
"33592","Communication and Energy Wire and Cable Manufacturing","all"
"335920","Communication and Energy Wire and Cable Manufacturing","CAN"
"335921","Fiber Optic Cable Manufacturing","US"
"335929","Other Communication and Energy Wire Manufacturing","US"
"33593","Wiring Device Manufacturing","all"
"335930","Wiring Device Manufacturing","CAN"
"335931","Current-Carrying Wiring Device Manufacturing","US"
"335932","Noncurrent-Carrying Wiring Device Manufacturing","US"
"33599","All Other Electrical Equipment and Component Manufacturing","all"
"335990","All Other Electrical Equipment and Component Manufacturing","CAN"
"335991","Carbon and Graphite Product Manufacturing","US"
"335999","All Other Miscellaneous Electrical Equipment and Component Manufacturing","US"
"336","Transportation Equipment Manufacturing","all"
"3361","Motor Vehicle Manufacturing","all"
"33611","Automobile and Light-Duty Motor Vehicle Manufacturing","all"
"336110","Automobile and Light-Duty Motor Vehicle Manufacturing","CAN"
"336111","Automobile Manufacturing","US"
"336112","Light Truck and Utility Vehicle Manufacturing","US"
"33612","Heavy-Duty Truck Manufacturing","all"
"336120","Heavy-Duty Truck Manufacturing","all"
"3362","Motor Vehicle Body and Trailer Manufacturing","all"
"33621","Motor Vehicle Body and Trailer Manufacturing","all"
"336211","Motor Vehicle Body Manufacturing","all"
"336212","Truck Trailer Manufacturing","all"
"336213","Motor Home Manufacturing","US"
"336214","Travel Trailer and Camper Manufacturing","US"
"336215","Motor Home, Travel Trailer and Camper Manufacturing","CAN"
"3363","Motor Vehicle Parts Manufacturing","all"
"33631","Motor Vehicle Gasoline Engine and Engine Parts Manufacturing","all"
"336310","Motor Vehicle Gasoline Engine and Engine Parts Manufacturing","CAN"
"336311","Carburetor, Piston, Piston Ring, and Valve Manufacturing","US"
"336312","Gasoline Engine and Engine Parts Manufacturing","US"
"33632","Motor Vehicle Electrical and Electronic Equipment Manufacturing","all"
"336320","Motor Vehicle Electrical and Electronic Equipment Manufacturing","CAN"
"336321","Vehicular Lighting Equipment Manufacturing","US"
"336322","Other Motor Vehicle Electrical and Electronic Equipment Manufacturing","US"
"33633","Motor Vehicle Steering and Suspension Components (except Spring) Manufacturing","all"
"336330","Motor Vehicle Steering and Suspension Components (except Spring) Manufacturing","all"
"33634","Motor Vehicle Brake System Manufacturing","all"
"336340","Motor Vehicle Brake System Manufacturing","all"
"33635","Motor Vehicle Transmission and Power Train Parts Manufacturing","all"
"336350","Motor Vehicle Transmission and Power Train Parts Manufacturing","all"
"33636","Motor Vehicle Seating and Interior Trim Manufacturing","all"
"336360","Motor Vehicle Seating and Interior Trim Manufacturing","all"
"33637","Motor Vehicle Metal Stamping","all"
"336370","Motor Vehicle Metal Stamping","all"
"33639","Other Motor Vehicle Parts Manufacturing","all"
"336390","Other Motor Vehicle Parts Manufacturing","CAN"
"336391","Motor Vehicle Air-Conditioning Manufacturing","US"
"336399","All Other Motor Vehicle Parts Manufacturing","US"
"3364","Aerospace Product and Parts Manufacturing","all"
"33641","Aerospace Product and Parts Manufacturing","all"
"336410","Aerospace Product and Parts Manufacturing","CAN"
"336411","Aircraft Manufacturing","US"
"336412","Aircraft Engine and Engine Parts Manufacturing","US"
"336413","Other Aircraft Parts and Auxiliary Equipment Manufacturing","US"
"336414","Guided Missile and Space Vehicle Manufacturing","US"
"336415","Guided Missile and Space Vehicle Propulsion Unit and Propulsion Unit Parts Manufacturing","US"
"336419","Other Guided Missile and Space Vehicle Parts and Auxiliary Equipment Manufacturing","US"
"3365","Railroad Rolling Stock Manufacturing","all"
"33651","Railroad Rolling Stock Manufacturing","all"
"336510","Railroad Rolling Stock Manufacturing","all"
"3366","Ship and Boat Building","all"
"33661","Ship and Boat Building","all"
"336611","Ship Building and Repairing","all"
"336612","Boat Building","all"
"3369","Other Transportation Equipment Manufacturing","all"
"33699","Other Transportation Equipment Manufacturing","all"
"336990","Other Transportation Equipment Manufacturing","CAN"
"336991","Motorcycle, Bicycle, and Parts Manufacturing","US"
"336992","Military Armored Vehicle, Tank, and Tank Component Manufacturing","US"
"336999","All Other Transportation Equipment Manufacturing","US"
"337","Furniture and Related Product Manufacturing","all"
"3371","Household and Institutional Furniture and Kitchen Cabinet Manufacturing","all"
"33711","Wood Kitchen Cabinet and Counter Top Manufacturing","all"
"337110","Wood Kitchen Cabinet and Counter Top Manufacturing","all"
"33712","Household and Institutional Furniture Manufacturing","all"
"337121","Upholstered Household Furniture Manufacturing","all"
"337122","Nonupholstered Wood Household Furniture Manufacturing","US"
"337123","Other Wood Household Furniture Manufacturing","CAN"
"337124","Metal Household Furniture Manufacturing","US"
"337125","Household Furniture (except Wood and Metal) Manufacturing","US"
